8.634706390269807130e+00,0.000000000000000000e+00,-5.734452575644817529e-03,4.513579865244226053e-01
8.007822175280683297e+00,2.040816326530612082e-02,2.028600452288408795e-01,4.540669040199244444e-01
7.334069598829839443e+00,4.081632653061224164e-02,3.958017024775813408e-01,4.818896834517762962e-01
6.675410966400666446e+00,6.122448979591836593e-02,5.709449351548006035e-01,5.093968579267336150e-01
6.032339751406471606e+00,8.163265306122448328e-02,7.429896670725645302e-01,5.303751594227372745e-01
5.552525376951234826e+00,1.020408163265306006e-01,8.607399724280746511e-01,5.508050387671930004e-01
4.991717433861036390e+00,1.224489795918367319e-01,9.457791975321634403e-01,5.937680892208339056e-01
4.711801881627903477e+00,1.428571428571428492e-01,9.964035381843798778e-01,6.144105706526790112e-01
4.513994487457217986e+00,1.632653061224489666e-01,9.870225205420758430e-01,6.519057706373607708e-01
4.442677594916029093e+00,1.836734693877550839e-01,9.742213569205806500e-01,6.758809865783886872e-01
4.643695491377194173e+00,2.040816326530612013e-01,8.852302380150188776e-01,7.049687468623757614e-01
4.972724731974775381e+00,2.244897959183673186e-01,7.791856263486619527e-01,7.285664345480311610e-01
5.495745441448550039e+00,2.448979591836734637e-01,6.508425436978585443e-01,7.370904977546492987e-01
6.120418268504387527e+00,2.653061224489795533e-01,4.562890333490580153e-01,7.908065349316254489e-01
6.900556868468755489e+00,2.857142857142856984e-01,2.646732921906286840e-01,8.218511946182955885e-01
7.764358515917304970e+00,3.061224489795917880e-01,6.972559475378582727e-02,8.425963202121277140e-01
8.565945426613247093e+00,3.265306122448979331e-01,-1.054999772773045769e-01,8.684261428223940538e-01
9.587972294260437067e+00,3.469387755102040782e-01,-3.222544444743252190e-01,8.877679184327139650e-01
1.046610231845931338e+01,3.673469387755101678e-01,-4.995181600716823156e-01,9.116401218386608329e-01
1.145752179299829265e+01,3.877551020408163129e-01,-6.762961576496353544e-01,9.527985076257885488e-01
1.213420066708046896e+01,4.081632653061224025e-01,-8.252190823667887587e-01,9.520946344654847016e-01
1.247914485479675939e+01,4.285714285714285476e-01,-9.071533179408396430e-01,9.543171809196058231e-01
1.289733692935716469e+01,4.489795918367346372e-01,-9.663561475413228186e-01,9.854010206285722662e-01
1.301162914506183910e+01,4.693877551020407823e-01,-1.002186135740524398e+00,9.882586560266988229e-01
1.280296107690169372e+01,4.897959183673469274e-01,-9.760171011929474894e-01,9.898551756200666407e-01
1.259951804146140297e+01,5.102040816326530726e-01,-9.332431045657973989e-01,1.003922986032236064e+00
1.176415902242619005e+01,5.306122448979591066e-01,-8.223033068391140121e-01,9.698181782703741982e-01
1.117449475347260801e+01,5.510204081632652517e-01,-6.902344995686240381e-01,9.894123724652975627e-01
1.035619655738755185e+01,5.714285714285713969e-01,-5.471282990010355451e-01,9.706244127439463965e-01
9.411659339624229403e+00,5.918367346938775420e-01,-3.620325812164171264e-01,9.514565022742544897e-01
8.484029323631238739e+00,6.122448979591835760e-01,-1.627688743692215778e-01,9.334441181761153894e-01
7.673636370287042041e+00,6.326530612244897211e-01,2.543061057871031858e-02,9.166613294484339258e-01
6.782066881419429372e+00,6.530612244897958663e-01,2.471903787290834487e-01,9.149027632997128734e-01
6.188844165268379882e+00,6.734693877551020114e-01,4.324020850778684810e-01,8.700665726150880186e-01
5.700959026713766420e+00,6.938775510204081565e-01,6.071337530424389950e-01,8.426310097386445763e-01
5.344539913123229624e+00,7.142857142857141906e-01,7.545836215578555217e-01,8.230311437009203424e-01
5.287644855405099875e+00,7.346938775510203357e-01,8.554046350186721437e-01,7.862441738133818525e-01
5.274228374166374245e+00,7.551020408163264808e-01,9.452208430412699647e-01,7.574852376366989493e-01
5.514610169903154890e+00,7.755102040816326259e-01,9.841272349356364746e-01,7.161713732936303423e-01
5.740421551702458380e+00,7.959183673469386600e-01,1.003997824034422059e+00,6.858575728069080668e-01
6.021729886073393878e+00,8.163265306122448051e-01,9.511605924136179446e-01,6.656221862714934989e-01
6.424146689084016870e+00,8.367346938775509502e-01,8.618250604337641674e-01,6.329034589918933751e-01
6.739360364565447625e+00,8.571428571428570953e-01,7.575939684657944095e-01,6.086167076667391429e-01
7.126004255533453957e+00,8.775510204081632404e-01,5.949171233362601230e-01,5.727159958131632367e-01
7.267732804204579011e+00,8.979591836734692745e-01,4.283059497281868633e-01,5.716493375511215724e-01
7.509817181597933988e+00,9.183673469387754196e-01,2.342123711768396843e-01,5.359055518072297630e-01
7.639925751550808108e+00,9.387755102040815647e-01,2.171058412830106921e-02,5.012416027181297862e-01
7.631002700597406374e+00,9.591836734693877098e-01,-1.840256165324064552e-01,4.833263262463800003e-01
7.553123786491669378e+00,9.795918367346938549e-01,-3.677727848443032022e-01,4.689121494736323004e-01
7.401746183920786315e+00,1.000000000000000000e+00,-5.441670916215054499e-01,4.447948944261121973e-01
